"experiences_offered","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month"
"none","within a few hours",1,0.94,"t","t","t","North End","f","Apartment","Entire home/apt",4,"1.5","2",2,"Real Bed",285,1900,5200,1000,80,1,0,2,1125,5,8,8,150,57,99,10,10,10,10,10,10,"f","f","flexible","f","f",1,4.05
"none","within an hour",0.8,1,"f","t","f","North End","t","Apartment","Entire home/apt",5,"2","2",2,"Real Bed",400,1000,3500,200,155,4,50,1,1125,0,1,1,1,8,97,10,10,9,10,10,10,"f","t","moderate","f","f",1,3.64
"none","within a day",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",400,1000,3500,350,100,1,0,2,1125,0,2,17,107,6,100,10,10,10,10,10,9,"f","f","strict","f","f",1,1.55
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",210,1000,3500,100,100,1,0,3,1125,0,3,15,63,130,87,9,8,9,9,10,9,"f","f","moderate","f","f",1,4.69
"none","within an hour",1,0.93,"f","t","t","North End","t","Apartment","Entire home/apt",8,"1.5","1",5,"Real Bed",350,1000,3500,500,75,4,25,2,29,10,28,54,325,2,100,9,9,10,10,10,8,"f","f","strict","f","f",2,0.92
"none","within a few hours",1,0.68,"f","t","t","North End","t","Apartment","Entire home/apt",3,"1","2",1,"Real Bed",182,1000,3500,100,50,2,10,3,6,3,3,6,6,10,98,10,10,10,10,9,10,"f","f","strict","f","f",1,4.29
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",200,1000,3500,100,100,1,0,1,1125,0,0,3,3,1,100,10,10,10,10,10,10,"f","t","flexible","f","f",1,1
"none","within an hour",0.99,0.81,"f","t","t","North End","t","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",260,1000,3500,99,60,4,40,1,1125,16,39,69,344,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",24,1.97090844821492
"none","within an hour",1,1,"t","t","f","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",200,1000,3500,100,100,1,0,1,1125,3,16,42,315,55,97,10,10,10,10,10,10,"f","t","flexible","f","f",1,11.3
"none","within an hour",1,1,"f","t","t","North End","f","Apartment","Private room",2,"1","1",2,"Couch",150,1000,3500,100,100,1,15,1,3,12,33,55,55,5,60,7,5,8,8,9,6,"f","f","moderate","f","f",1,4.41
"none","within a few hours",0.8,1,"t","t","t","North End","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",120,1000,3500,100,40,1,0,3,120,6,14,37,305,21,88,9,9,9,9,10,8,"f","t","flexible","f","f",1,5.63
"none","within a day",1,0.9,"f","t","t","North End","f","Apartment","Private room",3,"1","1",1,"Real Bed",102,1000,3500,100,100,1,0,2,1125,1,2,5,12,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",2,1.97090844821492
"none","within a day",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",210,1000,3500,150,40,1,0,3,6,0,0,0,0,1,100,10,10,10,10,10,10,"f","t","moderate","f","f",1,0.39
"none","within an hour",1,0.99,"f","t","t","North End","t","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",159,1000,3500,500,75,2,30,1,1125,1,2,22,291,36,96,10,10,10,10,10,9,"f","t","moderate","f","f",2,10.19
"none","within a few hours",1,1,"t","t","t","North End","t","House","Private room",4,"1","1",3,"Real Bed",120,1000,3500,150,25,1,10,3,14,2,10,25,224,19,98,10,10,10,10,10,10,"f","f","moderate","f","f",2,5.7
"none","within an hour",1,0.19,"f","t","t","North End","t","Boat","Entire home/apt",6,"2","2",4,"Real Bed",425,1000,3500,100,158,2,35,2,1125,30,56,60,335,2,90,9,7,10,10,10,9,"f","f","strict","f","f",5,0.07
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",150,1000,3000,100,65,1,0,5,1125,10,23,24,141,33,84,9,8,9,9,10,9,"f","f","moderate","f","f",1,1.18
"none","within an hour",1,0.56,"f","t","t","North End","f","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",149,1000,3500,500,50,2,50,2,1125,13,39,69,69,3,80,7,8,10,10,9,7,"f","f","moderate","f","f",1,2.81
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",115,1000,3500,100,25,1,0,1,1125,1,1,1,1,4,93,10,9,9,9,9,9,"f","t","flexible","f","f",1,2.4
"none","within a few hours",0.9,1,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",150,800,2800,100,100,1,0,2,1125,0,0,0,0,22,98,10,10,10,10,10,9,"f","f","strict","f","f",1,3.3
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",8,"3","3",5,"Real Bed",399,1000,3500,100,95,8,25,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","strict","f","f",10,1.97090844821492
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",220,1000,3500,100,25,1,25,2,3,0,0,0,0,3,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.25
"none","within a few hours",1,1,"t","t","t","North End","t","House","Private room",2,"1","1",1,"Real Bed",110,1000,3500,100,25,1,0,2,7,1,9,22,241,41,98,10,10,10,10,10,10,"f","f","moderate","f","f",2,7.37
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",125,900,3100,100,45,1,0,1,180,4,11,32,301,244,88,9,9,9,10,10,9,"f","t","strict","f","f",6,6.13
"none","within an hour",1,0.96,"t","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",310,1000,3500,100,80,1,0,1,1125,16,46,72,340,22,93,9,10,10,10,10,9,"f","f","moderate","f","f",2,6.73
"none","within a day",0.9,0.91,"f","t","f","North End","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",160,1000,3500,100,30,1,0,2,3,2,2,2,2,25,94,10,9,10,10,10,9,"f","f","strict","f","f",1,0.94
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",559,1000,3500,250,25,1,0,2,7,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a day",0.81,0.67,"f","t","f","North End","t","Apartment","Private room",4,"1","1",2,"Real Bed",175,1150,2750,100,95,1,0,1,1125,19,23,53,328,14,86,9,9,10,9,10,9,"f","f","flexible","f","f",7,0.7
"none","within an hour",1,0.99,"f","t","t","North End","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",159,1000,3500,500,75,2,50,1,100,0,1,23,294,135,97,10,10,10,10,10,10,"f","f","moderate","f","f",2,5.85
"none","within an hour",1,0.19,"f","t","t","North End","t","Boat","Entire home/apt",5,"1.5","2",4,"Real Bed",190,1000,3500,100,166,2,37,2,1125,30,56,60,335,7,94,10,9,10,10,10,9,"f","f","strict","f","f",5,0.29
"none","within a few hours",0.85,0.95,"f","t","f","North End","f","Apartment","Entire home/apt",4,"1","1",2,"Real Bed",165,1000,3500,100,100,2,25,1,1125,4,22,51,326,36,83,9,8,9,9,10,9,"f","f","strict","f","f",2,8.71
"none","within a day",0.81,0.67,"f","t","f","North End","t","Apartment","Entire home/apt",6,"1","2",3,"Real Bed",195,1000,3800,100,95,4,0,1,1125,3,5,32,280,37,87,9,9,10,9,10,9,"f","f","strict","f","f",7,1.18
"none","within a day",0.81,0.67,"f","t","f","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",195,850,3200,100,95,1,0,1,366,5,5,9,284,19,84,7,9,9,9,10,8,"f","f","strict","f","f",7,0.71
"none","within a few hours",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",300,1000,3500,100,50,1,0,1,1125,0,0,0,14,9,93,10,9,10,10,10,9,"f","f","flexible","f","f",1,2.13
"none","within a day",0.81,0.67,"f","t","f","North End","t","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",135,1000,3500,100,85,1,0,1,1125,0,0,0,248,15,75,8,8,9,9,10,7,"f","f","strict","f","f",7,0.53
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",125,900,3100,100,45,1,0,1,90,3,12,37,312,281,92,9,9,10,10,10,9,"f","t","strict","f","f",6,7.08
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",125,950,3200,100,45,1,0,1,999,3,4,26,296,120,96,10,10,10,10,10,9,"f","t","strict","f","f",6,7.26
"none","within an hour",1,0.19,"f","t","t","North End","t","Boat","Entire home/apt",4,"1","2",3,"Real Bed",212,1000,3500,100,166,2,37,2,1125,28,53,83,358,12,90,9,9,9,10,10,9,"f","f","strict","f","f",5,0.41
"none","within an hour",1,1,"f","f","f","North End","t","Apartment","Entire home/apt",2,"1","2",2,"Real Bed",200,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,0.91,"f","t","f","North End","t","Condominium","Entire home/apt",6,"1.5","2",3,"Real Bed",425,1000,3500,100,140,4,35,3,1125,8,22,36,196,7,97,10,10,9,10,10,10,"f","f","strict","f","f",20,0.8
"none","within a day",1,0.56,"f","t","f","North End","t","Condominium","Entire home/apt",2,"1","1",1,"Real Bed",180,1000,3500,100,100,1,0,3,1125,0,0,0,244,3,93,10,9,10,10,10,10,"f","f","flexible","f","f",1,3
"none","within a few hours",0.85,0.95,"f","t","f","North End","f","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",165,1000,3500,100,100,2,0,1,30,2,13,43,318,111,87,9,8,9,9,10,9,"f","f","strict","f","f",2,5.78
"none","within a day",0.9,0.71,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",120,1000,3500,250,50,1,0,3,7,0,0,0,0,4,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,2.07
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",3,"1","2",2,"Real Bed",250,1000,3500,100,50,1,0,2,1125,2,9,10,10,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","moderate","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",4,"2","2",2,"Real Bed",129,1000,3500,300,95,1,0,1,365,2,10,10,10,51,89,9,9,9,9,10,9,"f","t","strict","f","f",10,2.89
"none","within a day",1,1,"f","t","f","North End","t","Apartment","Private room",2,"1","1",1,"Real Bed",80,450,1700,100,100,1,50,1,1125,24,50,80,355,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",0.8,1,"f","t","t","North End","t","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",160,1000,3500,300,75,2,25,20,365,15,37,67,338,3,80,7,7,10,10,10,6,"f","t","moderate","f","f",1,0.49
"none","within a day",1,0.85,"f","t","t","North End","t","Apartment","Private room",2,"1","1",1,"Real Bed",145,1000,3500,300,25,4,0,2,1125,0,0,0,0,7,94,10,10,9,10,10,10,"f","f","strict","f","f",2,0.26
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",131,1000,3500,200,25,1,0,1,20,0,0,4,4,5,92,10,10,9,10,10,10,"f","f","moderate","f","f",1,2.11
"none","within an hour",1,1,"f","t","t","North End","t","Condominium","Entire home/apt",3,"1","1",2,"Real Bed",150,1000,5500,500,80,2,15,1,1125,0,8,37,69,84,97,10,10,10,10,10,9,"f","f","strict","f","f",2,6.9
"none","within a day",1,0.94,"f","t","f","North End","t","Boat","Entire home/apt",6,"2","2",2,"Real Bed",250,1700,3500,100,100,2,50,1,30,6,12,12,251,37,95,10,9,10,10,10,9,"f","f","strict","f","f",1,0.52
"none","within an hour",0.99,0.81,"f","t","t","North End","f","Apartment","Entire home/apt",9,"1","3",4,"Real Bed",200,1000,3500,99,60,5,50,1,1125,7,20,43,318,15,87,8,9,10,9,10,9,"f","f","strict","f","f",24,5.17
"none","within a day",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",200,1000,3500,100,100,1,0,2,1125,0,0,0,0,3,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.89
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",125,900,3100,100,45,1,0,1,99999999,3,10,35,310,171,92,9,9,10,10,10,9,"f","t","strict","f","f",6,6.23
"none","within an hour",1,1,"f","t","t","North End","t","Loft","Entire home/apt",2,"1","1",1,"Real Bed",250,1000,3500,100,100,1,0,2,1125,0,0,0,248,8,97,9,9,10,10,10,9,"f","f","flexible","f","f",1,0.35
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",250,1000,3500,100,85,2,50,2,1125,0,0,0,0,10,95,10,9,10,10,10,10,"f","f","strict","f","f",1,0.69
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",5,"1","1",4,"Real Bed",109,1000,3270,300,85,3,25,1,365,4,8,35,286,43,89,9,9,9,9,10,9,"f","t","strict","f","f",10,1.33
"none","within an hour",1,0.89,"t","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",180,1000,4250,150,80,4,25,4,33,14,44,74,74,42,93,9,9,9,10,10,9,"f","f","moderate","f","f",5,1.72
"none","within an hour",0.99,0.81,"f","t","t","North End","t","Apartment","Entire home/apt",6,"1","2",3,"Real Bed",245,1000,3500,99,65,4,40,1,1125,14,41,71,346,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",24,1.97090844821492
"none","within a few hours",1,0.67,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",249,1000,3500,100,100,1,0,4,1125,6,27,57,57,31,92,10,10,9,9,10,9,"f","f","strict","f","f",10,1.32
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",135,800,2800,100,45,1,0,1,1000,1,13,40,315,236,87,9,8,10,10,10,9,"f","t","strict","f","f",6,6.45
"none","within a day",1,0,"f","t","f","North End","t","Apartment","Entire home/apt",4,"1","1",4,"Real Bed",300,1000,3500,100,85,4,200,3,6,0,0,0,0,6,100,9,10,10,10,10,10,"f","f","moderate","f","f",1,1.04
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Private room",2,"1","1",1,"Real Bed",103,1000,3500,100,100,2,15,2,1125,0,0,0,0,2,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,0.22
"none","within a few hours",1,0.94,"f","t","t","North End","t","Apartment","Private room",2,"1","1",1,"Real Bed",120,700,3500,100,25,1,0,2,1125,3,16,35,303,27,91,9,9,10,10,10,9,"f","f","strict","f","f",1,2.63
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",4,"1","1",2,"Real Bed",250,1000,3500,150,100,2,10,4,1125,10,14,18,18,1,100,10,10,10,10,10,10,"f","t","strict","f","f",3,1
"none","within an hour",1,0.93,"t","t","t","North End","t","House","Private room",5,"1","1",1,"Real Bed",69,1000,3000,300,60,2,50,3,1825,16,46,64,249,160,98,10,10,10,10,10,9,"f","f","strict","f","t",1,2.66
"none","within a few hours",1,0.82,"f","t","t","North End","t","Apartment","Entire home/apt",4,"1","1",2,"Real Bed",125,920,3800,200,50,2,10,2,30,3,5,11,211,190,91,10,9,10,9,10,9,"f","f","flexible","f","t",1,4.49
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",225,1000,3500,100,95,1,0,2,5,0,4,34,309,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","North End","t","Loft","Entire home/apt",2,"1","1",1,"Real Bed",240,1000,3500,100,40,1,0,2,1125,0,0,0,0,1,100,10,10,10,10,10,10,"f","f","moderate","f","f",1,0.07
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",180,1000,3500,100,100,1,0,1,1125,0,0,0,0,6,97,9,9,10,10,10,9,"f","f","strict","f","f",1,1.02
"none","within a day",0.94,0.83,"f","t","t","North End","f","Apartment","Entire home/apt",3,"1","0",1,"Real Bed",200,1000,3500,200,20,1,0,2,1125,14,44,74,74,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a few hours",0.93,0.5,"f","t","t","North End","f","Apartment","Shared room",2,"1","1",1,"Pull-out Sofa",60,1000,3500,100,100,1,0,1,1125,9,9,10,285,3,93,9,7,9,9,9,9,"f","f","flexible","f","f",1,3
"none","within an hour",1,1,"f","t","f","North End","f","Apartment","Entire home/apt",4,"1.5","2",2,"Real Bed",200,1200,3500,100,50,1,0,1,1125,0,0,0,0,6,90,10,8,9,9,10,9,"f","f","flexible","f","f",1,0.44
"none","within an hour",1,0.89,"t","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",315,1000,3500,350,80,5,25,1,33,7,37,67,342,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",5,1.97090844821492
"none","within an hour",1,0.95,"f","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",380,1000,3500,100,80,1,0,2,1125,19,36,66,265,75,95,10,10,10,10,10,9,"f","f","moderate","f","f",4,4.6
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",220,999,3499,250,75,2,25,2,1125,4,20,42,309,72,96,10,10,10,10,10,10,"f","f","strict","f","f",1,6.22
"none","within a day",0.7,0.67,"f","t","t","North End","t","Apartment","Entire home/apt",4,"2","2",3,"Real Bed",180,1000,3500,250,80,4,20,3,30,11,11,25,297,5,96,10,10,10,10,10,10,"f","f","strict","f","f",1,0.35
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",140,1000,3500,500,50,1,0,1,1125,0,0,0,0,8,100,10,10,10,10,10,10,"f","f","strict","f","f",1,1.13
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",180,1000,3500,100,50,1,0,6,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",1,1.97090844821492
"none","within an hour",1,0.98,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",200,1350,4000,100,50,0,0,1,1125,1,11,33,306,80,94,9,10,10,10,10,9,"f","f","strict","f","f",1,2.73
"none","within an hour",1,0.19,"f","t","t","North End","t","House","Entire home/apt",6,"1","2",3,"Real Bed",239,1000,3500,100,166,2,37,2,1125,30,60,90,365,19,96,10,10,10,10,10,9,"f","f","strict","f","f",5,0.49
"none","within an hour",1,0.91,"f","t","f","North End","f","Condominium","Entire home/apt",6,"1.5","2",3,"Real Bed",425,1000,3500,100,25,4,25,3,1125,5,12,12,155,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",20,1.97090844821492
"none","within an hour",1,0.99,"t","t","t","North End","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",199,1000,3500,450,80,3,30,3,45,10,23,50,325,67,98,10,10,10,10,10,10,"f","t","strict","f","f",15,4.95
"none","within an hour",1,1,"t","t","t","North End","f","Apartment","Entire home/apt",6,"2","2",3,"Real Bed",600,1000,3500,500,75,4,50,2,1125,0,0,0,0,8,98,10,9,10,10,10,10,"f","f","moderate","f","f",1,0.51
"none","within a day",1,0,"f","t","t","North End","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",175,1000,3500,100,100,1,0,3,7,0,0,1,273,11,95,9,10,10,10,9,9,"f","f","moderate","f","f",1,0.26
"none","within an hour",1,1,"f","t","t","North End","t","Apartment","Entire home/apt",6,"1","3",3,"Real Bed",175,1000,3500,100,100,3,25,2,1125,0,0,0,0,3,93,9,9,9,10,10,10,"f","f","flexible","f","f",1,0.32
"none","within an hour",1,1,"f","t","f","North End","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",250,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within a few hours",0.97,0.84,"f","t","t","North End","t","Condominium","Entire home/apt",6,"1","2",4,"Real Bed",225,1000,3500,500,140,5,10,3,1125,2,9,39,310,11,95,9,10,10,10,10,9,"f","f","strict","f","f",7,3.98
